name,face_name,face,set,collector_number,version,url,local_path,download_status,size_bytes,sha256
Syncopate,Syncopate,front,rtr,54,normal,https://cards.scryfall.io/normal/front/b/a/ba6f218f-83b0-4b68-a00f-0327cd79f32a.jpg?1783940365,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/rtr_54_syncopate_front_normal.jpg,pending_external_download,,
Lazotep Plating,Lazotep Plating,front,plst,WAR-59,small,https://cards.scryfall.io/small/front/5/4/548a76ed-8dd1-4e1c-8cfe-d37f1b4b0376.jpg?1783910326,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/plst_WAR-59_lazotep_plating_front_small.jpg,pending_external_download,,
Lazotep Plating,Lazotep Plating,front,plst,WAR-59,normal,https://cards.scryfall.io/normal/front/5/4/548a76ed-8dd1-4e1c-8cfe-d37f1b4b0376.jpg?1783910326,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/plst_WAR-59_lazotep_plating_front_normal.jpg,pending_external_download,,
Reality Ripple,Reality Ripple,front,mir,87,small,https://cards.scryfall.io/small/front/c/5/c5b94eed-2a45-4a6b-a06b-a2021b174bc5.jpg?1783947104,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/mir_87_reality_ripple_front_small.jpg,pending_external_download,,
Reality Ripple,Reality Ripple,front,mir,87,normal,https://cards.scryfall.io/normal/front/c/5/c5b94eed-2a45-4a6b-a06b-a2021b174bc5.jpg?1783947104,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/mir_87_reality_ripple_front_normal.jpg,pending_external_download,,
Fading Hope,Fading Hope,front,mid,51,small,https://cards.scryfall.io/small/front/c/2/c2fb1fff-12be-4bd5-8dba-c36e84d49651.jpg?1783925643,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/mid_51_fading_hope_front_small.jpg,pending_external_download,,
Fading Hope,Fading Hope,front,mid,51,normal,https://cards.scryfall.io/normal/front/c/2/c2fb1fff-12be-4bd5-8dba-c36e84d49651.jpg?1783925643,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/mid_51_fading_hope_front_normal.jpg,pending_external_download,,
Ravenform,Ravenform,front,khm,72,small,https://cards.scryfall.io/small/front/2/c/2c2cfcd7-b43a-4dad-a033-e661f55ceecd.jpg?1783928258,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/khm_72_ravenform_front_small.jpg,pending_external_download,,
Ravenform,Ravenform,front,khm,72,normal,https://cards.scryfall.io/normal/front/2/c/2c2cfcd7-b43a-4dad-a033-e661f55ceecd.jpg?1783928258,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/khm_72_ravenform_front_normal.jpg,pending_external_download,,
Reality Shift,Reality Shift,front,nec,95,small,https://cards.scryfall.io/small/front/3/6/363d4c8e-f7bb-4838-a543-625f71a41257.jpg?1783923962,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/nec_95_reality_shift_front_small.jpg,pending_external_download,,
Reality Shift,Reality Shift,front,nec,95,normal,https://cards.scryfall.io/normal/front/3/6/363d4c8e-f7bb-4838-a543-625f71a41257.jpg?1783923962,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/nec_95_reality_shift_front_normal.jpg,pending_external_download,,
Resculpt,Resculpt,front,soc,201,small,https://cards.scryfall.io/small/front/5/4/5443f46d-03f9-468e-a78d-a059529b1151.jpg?1783903789,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/soc_201_resculpt_front_small.jpg,pending_external_download,,
Resculpt,Resculpt,front,soc,201,normal,https://cards.scryfall.io/normal/front/5/4/5443f46d-03f9-468e-a78d-a059529b1151.jpg?1783903789,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/soc_201_resculpt_front_normal.jpg,pending_external_download,,
Abrade,Abrade,front,soc,234,small,https://cards.scryfall.io/small/front/1/a/1add1757-c1f8-448a-b279-c6940fb7ad5f.jpg?1783903778,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/soc_234_abrade_front_small.jpg,pending_external_download,,
Abrade,Abrade,front,soc,234,normal,https://cards.scryfall.io/normal/front/1/a/1add1757-c1f8-448a-b279-c6940fb7ad5f.jpg?1783903778,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/soc_234_abrade_front_normal.jpg,pending_external_download,,
Into the Roil,Into the Roil,front,fdn,509,small,https://cards.scryfall.io/small/front/2/5/25edefa9-9fff-4b71-83ae-696c196a795c.jpg?1783908963,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/fdn_509_into_the_roil_front_small.jpg,pending_external_download,,
Into the Roil,Into the Roil,front,fdn,509,normal,https://cards.scryfall.io/normal/front/2/5/25edefa9-9fff-4b71-83ae-696c196a795c.jpg?1783908963,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/fdn_509_into_the_roil_front_normal.jpg,pending_external_download,,
Curse of the Swine,Curse of the Swine,front,soc,192,small,https://cards.scryfall.io/small/front/9/1/91eb9067-0bc7-4497-ba9c-c1ea41e5a379.jpg?1783903795,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/soc_192_curse_of_the_swine_front_small.jpg,pending_external_download,,
Curse of the Swine,Curse of the Swine,front,soc,192,normal,https://cards.scryfall.io/normal/front/9/1/91eb9067-0bc7-4497-ba9c-c1ea41e5a379.jpg?1783903795,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/soc_192_curse_of_the_swine_front_normal.jpg,pending_external_download,,
Vandalblast,Vandalblast,front,fic,298,small,https://cards.scryfall.io/small/front/9/b/9b5a8df2-2bc0-408c-a9d2-e70c0f56642d.jpg?1783906262,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/fic_298_vandalblast_front_small.jpg,pending_external_download,,
Vandalblast,Vandalblast,front,fic,298,normal,https://cards.scryfall.io/normal/front/9/b/9b5a8df2-2bc0-408c-a9d2-e70c0f56642d.jpg?1783906262,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/fic_298_vandalblast_front_normal.jpg,pending_external_download,,
By Force,By Force,front,akh,123,small,https://cards.scryfall.io/small/front/6/6/66cdfdb2-b47f-446d-9850-8581bd1d806c.jpg?1783936492,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/akh_123_by_force_front_small.jpg,pending_external_download,,
By Force,By Force,front,akh,123,normal,https://cards.scryfall.io/normal/front/6/6/66cdfdb2-b47f-446d-9850-8581bd1d806c.jpg?1783936492,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/akh_123_by_force_front_normal.jpg,pending_external_download,,
Rebuild,Rebuild,front,mh1,66,small,https://cards.scryfall.io/small/front/f/d/fd683b0b-1ac1-4fa7-9657-d3b29db2ae51.jpg?1783933137,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/mh1_66_rebuild_front_small.jpg,pending_external_download,,
Rebuild,Rebuild,front,mh1,66,normal,https://cards.scryfall.io/normal/front/f/d/fd683b0b-1ac1-4fa7-9657-d3b29db2ae51.jpg?1783933137,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/mh1_66_rebuild_front_normal.jpg,pending_external_download,,
Brotherhood's End,Brotherhood's End,front,bro,128,small,https://cards.scryfall.io/small/front/5/0/50f7666d-0d60-4fe5-b144-286d4e47b704.jpg?1783920075,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/bro_128_brotherhood_s_end_front_small.jpg,pending_external_download,,
Brotherhood's End,Brotherhood's End,front,bro,128,normal,https://cards.scryfall.io/normal/front/5/0/50f7666d-0d60-4fe5-b144-286d4e47b704.jpg?1783920075,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/bro_128_brotherhood_s_end_front_normal.jpg,pending_external_download,,
Fiery Cannonade,Fiery Cannonade,front,xln,143,small,https://cards.scryfall.io/small/front/6/6/664d21c9-4b6c-4797-845f-7bca79c2b76b.jpg?1783935745,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/xln_143_fiery_cannonade_front_small.jpg,pending_external_download,,
Fiery Cannonade,Fiery Cannonade,front,xln,143,normal,https://cards.scryfall.io/normal/front/6/6/664d21c9-4b6c-4797-845f-7bca79c2b76b.jpg?1783935745,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/xln_143_fiery_cannonade_front_normal.jpg,pending_external_download,,
Aetherize,Aetherize,front,scd,42,small,https://cards.scryfall.io/small/front/e/a/ead56c6e-889c-48d9-87bb-9f80e5bac9b3.jpg?1783918724,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/scd_42_aetherize_front_small.jpg,pending_external_download,,
Aetherize,Aetherize,front,scd,42,normal,https://cards.scryfall.io/normal/front/e/a/ead56c6e-889c-48d9-87bb-9f80e5bac9b3.jpg?1783918724,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/scd_42_aetherize_front_normal.jpg,pending_external_download,,
Introduction to Annihilation,Introduction to Annihilation,front,stx,3,small,https://cards.scryfall.io/small/front/b/0/b0bc4682-bcaf-4f51-be0b-9f2851a16e3b.jpg?1783927394,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/stx_3_introduction_to_annihilation_front_small.jpg,pending_external_download,,
Introduction to Annihilation,Introduction to Annihilation,front,stx,3,normal,https://cards.scryfall.io/normal/front/b/0/b0bc4682-bcaf-4f51-be0b-9f2851a16e3b.jpg?1783927394,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/stx_3_introduction_to_annihilation_front_normal.jpg,pending_external_download,,
Echoing Truth,Echoing Truth,front,plst,DMC-109,small,https://cards.scryfall.io/small/front/4/9/490c1af2-5ec1-45cf-aa51-959eea94948b.jpg?1783910215,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/plst_DMC-109_echoing_truth_front_small.jpg,pending_external_download,,
Echoing Truth,Echoing Truth,front,plst,DMC-109,normal,https://cards.scryfall.io/normal/front/4/9/490c1af2-5ec1-45cf-aa51-959eea94948b.jpg?1783910215,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/plst_DMC-109_echoing_truth_front_normal.jpg,pending_external_download,,
Soul-Guide Lantern,Soul-Guide Lantern,front,drc,139,small,https://cards.scryfall.io/small/front/6/a/6a0f5301-0af9-496d-b55d-6bb5518b009c.jpg?1783907711,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/drc_139_soul_guide_lantern_front_small.jpg,pending_external_download,,
Soul-Guide Lantern,Soul-Guide Lantern,front,drc,139,normal,https://cards.scryfall.io/normal/front/6/a/6a0f5301-0af9-496d-b55d-6bb5518b009c.jpg?1783907711,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/drc_139_soul_guide_lantern_front_normal.jpg,pending_external_download,,
Sentinel Totem,Sentinel Totem,front,xln,245,small,https://cards.scryfall.io/small/front/0/d/0d8097eb-518a-4b8e-8d6a-a139d4ddcc8f.jpg?1783935701,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/xln_245_sentinel_totem_front_small.jpg,pending_external_download,,
Sentinel Totem,Sentinel Totem,front,xln,245,normal,https://cards.scryfall.io/normal/front/0/d/0d8097eb-518a-4b8e-8d6a-a139d4ddcc8f.jpg?1783935701,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/xln_245_sentinel_totem_front_normal.jpg,pending_external_download,,
Command Tower,Command Tower,front,who,266,small,https://cards.scryfall.io/small/front/9/8/98e819e5-573c-49d3-87d7-9abd60532e71.jpg?1783914585,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/who_266_command_tower_front_small.jpg,pending_external_download,,
Command Tower,Command Tower,front,who,266,normal,https://cards.scryfall.io/normal/front/9/8/98e819e5-573c-49d3-87d7-9abd60532e71.jpg?1783914585,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/who_266_command_tower_front_normal.jpg,pending_external_download,,
Exotic Orchard,Exotic Orchard,front,soc,369,small,https://cards.scryfall.io/small/front/7/d/7db2934a-43a0-46ad-8380-ff6703f8fd6d.jpg?1783903732,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/soc_369_exotic_orchard_front_small.jpg,pending_external_download,,
Exotic Orchard,Exotic Orchard,front,soc,369,normal,https://cards.scryfall.io/normal/front/7/d/7db2934a-43a0-46ad-8380-ff6703f8fd6d.jpg?1783903732,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/soc_369_exotic_orchard_front_normal.jpg,pending_external_download,,
Shivan Reef,Shivan Reef,front,m3c,375,small,https://cards.scryfall.io/small/front/6/f/6fc5d0a1-8c29-4961-8567-d1ccc3669a32.jpg?1783911322,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/m3c_375_shivan_reef_front_small.jpg,pending_external_download,,
Shivan Reef,Shivan Reef,front,m3c,375,normal,https://cards.scryfall.io/normal/front/6/f/6fc5d0a1-8c29-4961-8567-d1ccc3669a32.jpg?1783911322,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/m3c_375_shivan_reef_front_normal.jpg,pending_external_download,,
Cascade Bluffs,Cascade Bluffs,front,tdc,345,small,https://cards.scryfall.io/small/front/5/1/51e0191b-9cd3-466c-8ff8-94c7872746f5.jpg?1783906997,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/tdc_345_cascade_bluffs_front_small.jpg,pending_external_download,,
Cascade Bluffs,Cascade Bluffs,front,tdc,345,normal,https://cards.scryfall.io/normal/front/5/1/51e0191b-9cd3-466c-8ff8-94c7872746f5.jpg?1783906997,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/tdc_345_cascade_bluffs_front_normal.jpg,pending_external_download,,
Temple of Epiphany,Temple of Epiphany,front,m3c,387,small,https://cards.scryfall.io/small/front/b/1/b19b775a-45ed-47a3-a470-d2a9a4722d74.jpg?1783911318,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/m3c_387_temple_of_epiphany_front_small.jpg,pending_external_download,,
Temple of Epiphany,Temple of Epiphany,front,m3c,387,normal,https://cards.scryfall.io/normal/front/b/1/b19b775a-45ed-47a3-a470-d2a9a4722d74.jpg?1783911318,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/m3c_387_temple_of_epiphany_front_normal.jpg,pending_external_download,,
Izzet Boilerworks,Izzet Boilerworks,front,m3c,350,small,https://cards.scryfall.io/small/front/a/f/af8535f9-463e-4963-94db-db0e22605275.jpg?1783911330,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/m3c_350_izzet_boilerworks_front_small.jpg,pending_external_download,,
Izzet Boilerworks,Izzet Boilerworks,front,m3c,350,normal,https://cards.scryfall.io/normal/front/a/f/af8535f9-463e-4963-94db-db0e22605275.jpg?1783911330,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/m3c_350_izzet_boilerworks_front_normal.jpg,pending_external_download,,
Frostboil Snarl,Frostboil Snarl,front,lcc,332,small,https://cards.scryfall.io/small/front/f/a/faa52a92-18ce-46f9-b360-3477b6e78234.jpg?1783913831,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/lcc_332_frostboil_snarl_front_small.jpg,pending_external_download,,
Frostboil Snarl,Frostboil Snarl,front,lcc,332,normal,https://cards.scryfall.io/normal/front/f/a/faa52a92-18ce-46f9-b360-3477b6e78234.jpg?1783913831,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/lcc_332_frostboil_snarl_front_normal.jpg,pending_external_download,,
Thriving Isle,Thriving Isle,front,j25,778,small,https://cards.scryfall.io/small/front/4/8/48ffa526-85a6-4a1e-a495-b5c5322244d8.jpg?1783908596,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/j25_778_thriving_isle_front_small.jpg,pending_external_download,,
Thriving Isle,Thriving Isle,front,j25,778,normal,https://cards.scryfall.io/normal/front/4/8/48ffa526-85a6-4a1e-a495-b5c5322244d8.jpg?1783908596,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/j25_778_thriving_isle_front_normal.jpg,pending_external_download,,
Ash Barrens,Ash Barrens,front,m3c,318,small,https://cards.scryfall.io/small/front/8/7/8720542c-965e-4a98-9de8-7e97ac20966f.jpg?1783911341,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/m3c_318_ash_barrens_front_small.jpg,pending_external_download,,
Ash Barrens,Ash Barrens,front,m3c,318,normal,https://cards.scryfall.io/normal/front/8/7/8720542c-965e-4a98-9de8-7e97ac20966f.jpg?1783911341,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/m3c_318_ash_barrens_front_normal.jpg,pending_external_download,,
Evolving Wilds,Evolving Wilds,front,fic,389,small,https://cards.scryfall.io/small/front/3/5/351f791c-4bee-4fce-aee4-d0214ca0c945.jpg?1783906223,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/fic_389_evolving_wilds_front_small.jpg,pending_external_download,,
Evolving Wilds,Evolving Wilds,front,fic,389,normal,https://cards.scryfall.io/normal/front/3/5/351f791c-4bee-4fce-aee4-d0214ca0c945.jpg?1783906223,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/fic_389_evolving_wilds_front_normal.jpg,pending_external_download,,
Terramorphic Expanse,Terramorphic Expanse,front,c17,285,small,https://cards.scryfall.io/small/front/c/7/c7daa923-6bd9-4315-a483-840021b745dd.jpg?1783935840,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/c17_285_terramorphic_expanse_front_small.jpg,pending_external_download,,
Terramorphic Expanse,Terramorphic Expanse,front,c17,285,normal,https://cards.scryfall.io/normal/front/c/7/c7daa923-6bd9-4315-a483-840021b745dd.jpg?1783935840,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/c17_285_terramorphic_expanse_front_normal.jpg,pending_external_download,,
Scavenger Grounds,Scavenger Grounds,front,cmm,1027,small,https://cards.scryfall.io/small/front/a/5/a5c42d13-3ef6-4baf-81d0-766a6df1e712.jpg?1783915381,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/cmm_1027_scavenger_grounds_front_small.jpg,pending_external_download,,
Scavenger Grounds,Scavenger Grounds,front,cmm,1027,normal,https://cards.scryfall.io/normal/front/a/5/a5c42d13-3ef6-4baf-81d0-766a6df1e712.jpg?1783915381,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/cmm_1027_scavenger_grounds_front_normal.jpg,pending_external_download,,
Demolition Field,Demolition Field,front,fdn,687,small,https://cards.scryfall.io/small/front/0/c/0c7e51b6-4898-4632-b39c-3ce438caa882.jpg?1783908902,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/fdn_687_demolition_field_front_small.jpg,pending_external_download,,
Demolition Field,Demolition Field,front,fdn,687,normal,https://cards.scryfall.io/normal/front/0/c/0c7e51b6-4898-4632-b39c-3ce438caa882.jpg?1783908902,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/fdn_687_demolition_field_front_normal.jpg,pending_external_download,,
Path of Ancestry,Path of Ancestry,front,drc,166,small,https://cards.scryfall.io/small/front/4/8/4898fba1-d692-4440-bfff-ae535bdc1ba8.jpg?1783907699,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/drc_166_path_of_ancestry_front_small.jpg,pending_external_download,,
Path of Ancestry,Path of Ancestry,front,drc,166,normal,https://cards.scryfall.io/normal/front/4/8/4898fba1-d692-4440-bfff-ae535bdc1ba8.jpg?1783907699,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/drc_166_path_of_ancestry_front_normal.jpg,pending_external_download,,
Island,Island,front,fdn,285,small,https://cards.scryfall.io/small/front/6/f/6f534ddc-f610-45cd-84dc-bb6df6c5a84f.jpg?1783909039,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/fdn_285_island_front_small.jpg,pending_external_download,,
Island,Island,front,fdn,285,normal,https://cards.scryfall.io/normal/front/6/f/6f534ddc-f610-45cd-84dc-bb6df6c5a84f.jpg?1783909039,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/fdn_285_island_front_normal.jpg,pending_external_download,,
Mountain,Mountain,front,fdn,288,small,https://cards.scryfall.io/small/front/3/a/3a3afd00-da06-4a9f-8cd1-7133728e0fdd.jpg?1783909037,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/small/fdn_288_mountain_front_small.jpg,pending_external_download,,
Mountain,Mountain,front,fdn,288,normal,https://cards.scryfall.io/normal/front/3/a/3a3afd00-da06-4a9f-8cd1-7133728e0fdd.jpg?1783909037,/mnt/data/malcolm_breeches_card_ingestion/offline_snapshot/images/normal/fdn_288_mountain_front_normal.jpg,pending_external_download,,
